show_id,category,title,director,country,release_date,rating,duration,type,description,date
s3757,TV Show,Love for Ten: Generation of Youth,,South Korea,17/2/2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to.",17/2/2017
s3758,Movie,Love In A Puff,Pang Ho-cheung,Hong Kong,1/8/2018,TV-MA,103 min,"Comedies, Dramas, International Movies","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating a meeting between Cherie, a makeup saleswoman, and Jimmy, an advertising exec.",8/1/2018
s3759,Movie,Love Is a Story,Cristina Jacob,Romania,1/6/2019,TV-MA,105 min,"International Movies, Music & Musicals, Romantic Movies","Two young artists, a violin player and an actress, fight to achieve their dreams and keep their relationship together during Christmastime.",6/1/2019
s3760,Movie,Love Is Blind,"Andy Delaney, Monty Whitebloom",United States,12/5/2020,TV-MA,93 min,"Dramas, Independent Movies, Romantic Movies","Diagnosed with selective perception, a young woman is prescribed by a psychotherapist to spend time with a troubled man she cannot see.",5/12/2020
s3761,TV Show,Love Is in the Air,,United Kingdom,1/3/2017,TV-14,1 Season,"International TV Shows, TV Dramas","Toprak, who lost her baby, is hired as a wet nurse for wealthy Yusuf's motherless son. Yusuf is drawn to Toprak, but also to her scheming sister.",3/1/2017
s3762,Movie,Love Is War,Omoni Oboli,Nigeria,29/4/2020,TV-14,111 min,"Comedies, Dramas, International Movies",An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.,29/4/2020
s3763,Movie,Love Jacked,Alfons Adetuyi,"Canada, South Africa",1/2/2020,PG-13,94 min,"Comedies, International Movies, Romantic Movies","To assert her independence from her rigid father’s expectations, a headstrong woman hires a desperate Los Angeles man to pose as her fiancé in Africa.",2/1/2020
s3764,Movie,Love Jones,Theodore Witcher,United States,1/11/2019,R,109 min,"Comedies, Dramas, Independent Movies","In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.",11/1/2019
s3765,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,Indonesia,15/10/2020,TV-14,87 min,"Dramas, International Movies, Romantic Movies","Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.",15/10/2020
s3766,TV Show,Love Me As I Am,,Turkey,22/2/2017,TV-PG,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry, they learn that love and life aren't always perfect.",22/2/2017
s3767,TV Show,Love Me or Leave Me,,Taiwan,1/11/2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn.",11/1/2016
s3768,Movie,Love Ni Bhavai,Saandeep Patel,India,1/5/2018,TV-14,163 min,"Comedies, International Movies, Romantic Movies","Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors.",5/1/2018
s3769,TV Show,Love Now,,Taiwan,1/11/2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When her loved ones cook up a morbid plan to make her take time off from work, Yang Yiru goes on a vacation, truly believing she has terminal cancer.",11/1/2016
s3770,Movie,Love O2O,Tianyu Zhao,China,1/4/2019,TV-14,103 min,"International Movies, Romantic Movies, Sci-Fi & Fantasy",A college stud tries to level up his relationship with a computer science major after becoming attracted to her skills in an online role-playing game.,4/1/2019
s3771,Movie,Love Off the Cuff,Pang Ho-cheung,"China, Hong Kong",31/1/2019,TV-MA,120 min,"Comedies, Dramas, International Movies",Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,31/1/2019
s3772,Movie,Love on Delivery,Stephen Chow,Hong Kong,16/8/2018,TV-14,93 min,"Action & Adventure, Comedies, International Movies","To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.",16/8/2018
s3773,TV Show,Love on the Spectrum,,Australia,22/7/2020,TV-14,1 Season,"Docuseries, International TV Shows, Reality TV","Finding love can be hard for anyone. For young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated.",22/7/2020
s3774,Movie,Love Per Square Foot,Anand Tiwari,India,14/2/2018,TV-14,133 min,"Comedies, International Movies, Romantic Movies","Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",14/2/2018
s3775,TV Show,Love Rain,,South Korea,1/5/2018,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day.",5/1/2018
s3776,TV Show,Love Rhythms - Accidental Daddy,,,18/6/2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",A successful DJ's bachelor lifestyle is upended by a young woman who claims to be his long lost daughter.,18/6/2018
s3777,Movie,Love Shot,Steven Fine,United States,15/7/2019,TV-MA,77 min,"Dramas, Thrillers",A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.,15/7/2019
s3778,Movie,Love Station,Ahmad Samir Farag,Egypt,25/4/2019,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",25/4/2019
s3779,TV Show,Love Storm,,,1/8/2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,8/1/2017
s3780,Movie,Love Wedding Repeat,Dean Craig,"United Kingdom, Italy",10/4/2020,TV-MA,101 min,"Comedies, International Movies, Romantic Movies","Different versions of the same day unfold as Jack juggles difficult guests, unbridled chaos and potential romance at his sister's wedding.",4/10/2020
s3781,Movie,Love You to the Stars and Back,Antoinette Jadaone,Philippines,17/12/2020,TV-14,111 min,"Comedies, International Movies, Romantic Movies","In search of aliens, a young woman's road trip becomes an emotional journey when she finds — and falls for — a charming companion with cancer.",17/12/2020
s3782,Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,5/1/2019,TV-14,115 min,"Comedies, International Movies, Romantic Movies",A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,1/5/2019
s3783,TV Show,Love Your Garden,,United Kingdom,26/7/2019,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.,26/7/2019
s3784,TV Show,"Love, Chunibyo & Other Delusions!",,Japan,1/11/2019,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows","High schooler Yuta wants to leave his past as a delusional weirdo behind. But his classmate Rikka has her own delusions, and she's interested in his.",11/1/2019
s3785,TV Show,"Love, Death & Robots",,United States,15/3/2019,TV-MA,1 Season,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",15/3/2019
s3786,Movie,"Love, Guaranteed",Mark Steven Johnson,United States,3/9/2020,TV-PG,91 min,"Comedies, Independent Movies, Romantic Movies",Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.,9/3/2020
s3787,Movie,"Love, Rosie",Christian Ditter,"Germany, United Kingdom",20/11/2019,R,103 min,"Comedies, International Movies, Romantic Movies","Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",20/11/2019
s3788,Movie,"Love, Surreal and Odd",Yılmaz Erdoğan,Turkey,18/10/2019,TV-14,95 min,"Comedies, International Movies, Romantic Movies","When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",18/10/2019
s3789,Movie,Love.com,Anita Barbosa,Brazil,1/6/2017,TV-MA,92 min,"Comedies, International Movies, Romantic Movies","When a fashion blogger falls for a video game vlogger, their romance goes viral. But separating their virtual life from reality gets complicated.",6/1/2017
s3790,TV Show,Lovesick,,,3/9/2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.,9/3/2018
s3791,Movie,Lovesong,So Yong Kim,United States,15/5/2017,TV-MA,84 min,"Dramas, Independent Movies, Romantic Movies","Best friends Sarah and Mindy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.",15/5/2017
s3792,TV Show,Lovestruck in the City,,South Korea,22/12/2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",22/12/2020
s3793,Movie,LoveTrue,Alma Har'el,United States,7/5/2017,TV-MA,82 min,Documentaries,"In this blend of documentary and dramatization, circumstances test notions of love held by a young stripper, a single-dad surfer and a teen musician.",5/7/2017
s3794,Movie,Loving,Jeff Nichols,"United Kingdom, United States",16/11/2020,PG-13,124 min,"Dramas, Romantic Movies",A young couple's interracial marriage in 1958 sparks a case that leads to the Supreme Court. Based on the true story of Richard and Mildred Loving.,16/11/2020
s3795,Movie,Loving Annabelle,Katherine Brooks,United States,1/7/2018,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,7/1/2018
s3796,Movie,Loving is Losing,Fernando Ayllón,Colombia,26/4/2019,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",26/4/2019
s3797,Movie,Loving You,Johnnie To,Hong Kong,16/8/2018,TV-14,79 min,"Dramas, International Movies","Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.",16/8/2018
s3798,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,India,16/5/2019,TV-MA,112 min,"Dramas, Independent Movies, International Movies",This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.,16/5/2019
s3799,Movie,Lu Over the Wall,Masaaki Yuasa,Japan,18/3/2020,PG,113 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",Middle schooler Kai's depressing life in a boring fishing village changes drastically when a local mermaid named Lu joins his band.,18/3/2020
s3800,Movie,Lucas Brothers: On Drugs,Jay Chapman,United States,18/4/2017,TV-MA,50 min,Stand-Up Comedy,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",18/4/2017
s3801,Movie,Luccas Neto em: Acampamento de Férias 2,Lucas Margutti,Brazil,4/5/2020,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals","Luccas and his band of buddies make music and mischief at a new summer camp, where they face off with talented rivals and their tough coach.",5/4/2020
s3802,Movie,Luccas Neto in: Children's Day,Lucas Margutti,,1/1/2020,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals","When Luccas Neto plans a big Children's Day celebration, an unexpected threat at school puts the party – and his friends – at risk.",1/1/2020
s3803,Movie,Luccas Neto in: Summer Camp,Lucas Margutti,Brazil,5/11/2019,TV-G,87 min,"Children & Family Movies, Comedies, Music & Musicals",Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,11/5/2019
s3804,Movie,Luccas Neto in: The End of Christmas,Lucas Margutti,Brazil,3/3/2020,TV-Y,71 min,"Children & Family Movies, Comedies, Music & Musicals","To save Christmas, Luccas and Gi head to the North Pole and are recruited by Santa Claus to find all the gifts that have mysteriously disappeared.",3/3/2020
s3805,Movie,Lucha: Playing the Impossible,Ana Quiroga,Argentina,15/7/2018,TV-PG,98 min,"Documentaries, International Movies, Sports Movies","Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",15/7/2018
s3806,Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Argentina,6/7/2018,TV-14,66 min,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,7/6/2018
s3807,Movie,Lucid Dream,Jun-seong Kim,South Korea,2/6/2017,TV-MA,102 min,"International Movies, Sci-Fi & Fantasy, Thrillers","After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.",6/2/2017
s3808,TV Show,Lucifer,,United States,21/8/2020,TV-14,5 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",21/8/2020
s3809,Movie,Luck by Chance,Zoya Akhtar,India,15/12/2019,TV-14,156 min,"Dramas, International Movies, Romantic Movies","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.",15/12/2019
s3810,Movie,Luckee,Sanjay Jadhav,India,15/6/2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies","When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones.",15/6/2019
s3811,Movie,Lucknow Central,Ranjit Tiwari,India,16/10/2017,TV-14,144 min,"Dramas, International Movies, Music & Musicals","After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",16/10/2017
s3812,TV Show,Lucky Days,,China,1/9/2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",9/1/2016
s3813,Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",India,15/11/2017,TV-14,131 min,"Dramas, International Movies, Romantic Movies","During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.",15/11/2017
s3814,Movie,Ludo,Anurag Basu,India,12/11/2020,TV-MA,150 min,"Comedies, Dramas, International Movies","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",11/12/2020
s3815,TV Show,Lugar de Mulher,,Brazil,28/11/2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Four comedians from Brazil riff on sexuality, politics, religion and motherhood – and set out to prove a woman's place is anywhere she wants it to be.",28/11/2019
s3816,TV Show,Luis Miguel - The Series,,Mexico,12/7/2019,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",7/12/2019
s3817,Movie,Luka Chuppi,Laxman Utekar,India,7/6/2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",6/7/2019
s3818,TV Show,Luna Nera,,Italy,31/1/2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",31/1/2020
s3819,TV Show,Luna Petunia,,United States,17/11/2017,TV-Y,3 Seasons,Kids' TV,"With help from her magic toy chest, fun-loving Luna Petunia enters the fantastic land of Amazia, where adventures, friendship and learning await.",17/11/2017
s3820,TV Show,Luna Petunia: Return to Amazia,,"Canada, United States",20/7/2018,TV-Y,2 Seasons,Kids' TV,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends – and a new pal from the Animal Empire.",20/7/2018
s3821,TV Show,Lunatics,,Australia,19/4/2019,TV-MA,1 Season,"International TV Shows, TV Comedies",This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.,19/4/2019
s3822,TV Show,Luo Bao Bei,,"China, United Kingdom",31/8/2019,TV-Y,1 Season,"British TV Shows, Kids' TV","A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.",31/8/2019
s3823,TV Show,Lupin,,United States,8/1/2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",1/8/2021
s3824,Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,Japan,15/5/2018,PG-13,100 min,"Action & Adventure, Anime Features, Classic Movies","Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress.",15/5/2018
s3825,Movie,Lupt,Prabhuraj,India,5/4/2019,TV-14,110 min,"Horror Movies, International Movies, Thrillers","Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",4/5/2019
s3826,Movie,Lusers,Ticoy Rodriguez,"Argentina, Chile, Peru",15/7/2016,TV-MA,100 min,"Comedies, International Movies, Sports Movies",Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.,15/7/2016
s3827,Movie,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",India,15/6/2018,TV-MA,121 min,"Comedies, Dramas, International Movies","In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India.",15/6/2018
s3828,Movie,Luv Shuv Tey Chicken Khurana,Sameer Sharma,India,1/10/2018,TV-14,129 min,"Comedies, International Movies, Romantic Movies","Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer.",10/1/2018
s3829,Movie,Lynne Koplitz: Hormonal Beast,Marcus Raboy,United States,22/8/2017,TV-MA,51 min,Stand-Up Comedy,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",22/8/2017
s3830,Movie,Ma Chu Ka,Jayan Vannery,India,1/7/2018,TV-14,117 min,"International Movies, Thrillers",The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,7/1/2018
s3831,Movie,Ma Rainey's Black Bottom,George C. Wolfe,United States,18/12/2020,R,94 min,"Dramas, Music & Musicals","Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session.",18/12/2020
s3832,Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen,,,18/12/2020,TV-PG,32 min,"Documentaries, Music & Musicals","Viola Davis, Denzel Washington, George C. Wolfe and more share the heart, soul and history that brought August Wilson’s timeless play to the screen.",18/12/2020
s3833,Movie,Maacher Jhol,Pratim D. Gupta,"India, France",1/1/2018,TV-PG,107 min,"Dramas, International Movies","On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",1/1/2018
s3834,Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,20/4/2016,R,76 min,Comedies,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",20/4/2016
s3835,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,15/10/2017,TV-MA,118 min,"Horror Movies, International Movies","After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",15/10/2017
s3836,Movie,Machete Kills,Robert Rodriguez,"United States, Russia",22/11/2020,R,108 min,Action & Adventure,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.,22/11/2020
s3837,Movie,Macho,Antonio Serrano,Mexico,12/4/2017,TV-MA,101 min,"Comedies, International Movies, LGBTQ Movies",A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is.,4/12/2017
s3838,Movie,Mad Max,George Miller,"Australia, United States",1/8/2020,R,93 min,"Action & Adventure, Classic Movies, Cult Movies","In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",8/1/2020
s3839,TV Show,Mad Men,,United States,22/3/2015,TV-14,7 Seasons,TV Dramas,"Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",22/3/2015
s3840,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,1/11/2019,PG-13,99 min,Comedies,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,11/1/2019
s3841,Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,1/11/2010,NR,84 min,"Cult Movies, Horror Movies","This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",11/1/2010
s3842,Movie,Mad World,Chun Wong,Hong Kong,20/9/2018,TV-MA,102 min,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",20/9/2018
s3843,Movie,Madaari,Nishikant Kamat,India,17/2/2017,TV-14,134 min,"Dramas, Independent Movies, International Movies","A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.",17/2/2017
s3844,Movie,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath",United States,1/5/2020,PG,91 min,"Children & Family Movies, Comedies","A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.",5/1/2020
s3845,TV Show,Madam Secretary,,United States,15/5/2020,TV-PG,6 Seasons,TV Dramas,"When a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family.",15/5/2020
s3846,Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,1/1/2018,TV-MA,78 min,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,1/1/2018
s3847,Movie,Made in China,Mikhil Musale,India,12/1/2020,TV-MA,128 min,"Comedies, Dramas, International Movies","After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos.",1/12/2020
s3848,TV Show,Made in Mexico,,United States,28/9/2018,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",28/9/2018
s3849,Movie,Madness in the Desert,Satyajit Bhatkal,India,10/1/2021,TV-14,141 min,"Documentaries, International Movies","The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",1/10/2021
s3850,Movie,Madras Café,Shoojit Sircar,India,5/7/2020,TV-14,128 min,"Dramas, International Movies, Thrillers",An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,7/5/2020
s3851,Movie,Madre,Aaron Burns,Chile,26/8/2017,TV-MA,95 min,"International Movies, Thrillers","Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.",26/8/2017
s3852,TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,Italy,31/3/2019,TV-Y7,1 Season,"Kids' TV, TV Comedies","Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.",31/3/2019
s3853,TV Show,Magi: Adventure of Sinbad,,Japan,14/7/2016,TV-14,1 Season,"Anime Series, International TV Shows",The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,14/7/2016
s3854,TV Show,Magi: The Labyrinth of Magic,,Japan,21/6/2019,TV-14,2 Seasons,"Anime Series, International TV Shows",A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.,21/6/2019
s3855,TV Show,Magic for Humans,,United States,15/5/2020,TV-14,3 Seasons,"Reality TV, TV Comedies","From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",15/5/2020
s3856,TV Show,Magic Phone,,South Korea,10/6/2017,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When an ordinary guy crosses paths 15 years later with his childhood sweetheart, now an actress, a magic cellphone allows him to be her protector.",6/10/2017
s3857,Movie,Magic Snowflake,Luc Vinciguerra,"France, Belgium",20/12/2015,TV-Y,73 min,Children & Family Movies,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.,20/12/2015
s3858,TV Show,Magical Andes,,"Uruguay, Germany",15/10/2019,TV-G,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains.",15/10/2019
s3859,Movie,Magnetic,Thierry Donard,France,12/6/2020,TV-14,110 min,"Action & Adventure, Documentaries, International Movies","Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.",6/12/2020
s3860,Movie,Magnificent,Vikas Bahl,India,1/4/2020,TV-14,143 min,"Comedies, International Movies, Romantic Movies",An industrialist's daughter is forced to marry a rich heir by her greedy grandmother as her adopted sister bonds with the charismatic wedding planner.,4/1/2020
s3861,Movie,Magnolia,Paul Thomas Anderson,United States,1/1/2020,R,189 min,"Dramas, Independent Movies","Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.",1/1/2020
s3862,Movie,Magnus,Benjamin Ree,Norway,22/2/2017,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies","This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.",22/2/2017
s3863,Movie,Mahabharat,Amaan Khan,India,1/8/2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies",Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.,8/1/2018
s3864,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,,30/1/2019,TV-14,56 min,"Dramas, International Movies","The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature.",30/1/2019
s3865,TV Show,Maharakshak Devi,,India,15/4/2017,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings.",15/4/2017
s3866,TV Show,Maharakshak: Aryan,,India,1/4/2017,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats.",4/1/2017
s3867,Movie,Mahi NRI,Gaurav Bavdankar,United Kingdom,1/12/2019,TV-14,134 min,"Comedies, Dramas, International Movies","A Punjabi man attempts to build a life in London in hopes of impressing his girlfriend’s mother, who insists her daughter marry a man outside of India.",12/1/2019
s3868,TV Show,Mahi Way,,India,1/3/2018,TV-14,1 Season,"International TV Shows, TV Comedies","Though worried she's doomed to be single forever, Mahi embraces her vivacious and creative nature while working to tame her inner critic.",3/1/2018
s3869,Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,16/8/2018,TV-PG,92 min,"Comedies, International Movies","In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",16/8/2018
s3870,TV Show,Mahmut & Meryem,,"Turkey, Azerbaijan",26/12/2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.",26/12/2016
s3871,TV Show,Maid-Sama!,,Japan,1/11/2019,TV-14,1 Season,"Anime Series, Romantic TV Shows","To keep the boys in line, student council president Misaki runs the school with an iron fist – while secretly working as a waitress at a maid café.",11/1/2019
